0.305,0.355,0.8,0.25001
0.305,0.355,0.8,0.25001
0.305,0.355,0.8,0.25001
0.305,0.355,0.8,0.25001
0.305,0.355,0.8,0.25001
0.305,0.355,0.8,0.25001
0.305,0.35,0.8,0.25001
0.3,0.35,0.8,0.25001
0.3,0.35,0.8,0.25001
0.3,0.35,0.8,0.25001
0.3,0.35,0.8,0.25001
0.3,0.35,0.8,0.25001
0.3,0.35,0.8,0.25001
0.3,0.345,0.8,0.25001
0.3,0.345,0.8,0.25001
0.3,0.345,0.8,0.25001
0.295,0.345,0.8,0.25001
0.295,0.345,0.8,0.25001
0.295,0.345,0.8,0.25001
0.295,0.345,0.8,0.25001
0.295,0.345,0.8,0.25001
0.295,0.34,0.8,0.25001
0.295,0.34,0.8,0.25001
0.295,0.34,0.8,0.25001
0.295,0.34,0.8,0.25001
0.29,0.34,0.8,0.25001
0.29,0.34,0.8,0.25001
0.29,0.34,0.8,0.25001
0.29,0.34,0.8,0.25001
0.29,0.335,0.8,0.25001
0.29,0.335,0.8,0.25001
0.29,0.335,0.8,0.25001
0.29,0.335,0.8,0.25001
0.29,0.335,0.8,0.25001
0.285,0.335,0.8,0.25001
0.285,0.335,0.8,0.25001
0.285,0.33,0.8,0.25001
0.285,0.33,0.8,0.25001
0.285,0.33,0.8,0.25001
0.285,0.33,0.8,0.25001
0.285,0.33,0.8,0.25001
0.285,0.33,0.8,0.25001
0.285,0.33,0.8,0.25001
0.28,0.33,0.8,0.25001
0.28,0.33,0.8,0.25001
0.28,0.325,0.8,0.25001
0.28,0.325,0.8,0.25001
0.28,0.325,0.8,0.25001
0.28,0.325,0.8,0.25001
0.28,0.325,0.8,0.25001
0.28,0.325,0.8,0.25001
0.28,0.325,0.8,0.25001
0.28,0.325,0.8,0.25001
0.275,0.32,0.8,0.25001
0.275,0.32,0.8,0.25001
0.275,0.32,0.8,0.25001
0.275,0.32,0.8,0.25001
0.275,0.32,0.8,0.25001
0.275,0.32,0.8,0.25001
0.275,0.32,0.8,0.25001
0.275,0.32,0.8,0.25001
0.275,0.32,0.8,0.25001
0.275,0.315,0.8,0.25001
0.27,0.315,0.8,0.25001
0.27,0.315,0.8,0.25001
0.27,0.315,0.8,0.25001
0.27,0.315,0.8,0.25001
0.27,0.315,0.8,0.25001
0.27,0.315,0.8,0.25001
0.27,0.315,0.8,0.25001
0.27,0.315,0.8,0.25001
0.27,0.31,0.8,0.25001
0.27,0.31,0.8,0.25001
0.265,0.31,0.8,0.25001
0.265,0.31,0.8,0.25001
0.265,0.31,0.8,0.25001
0.265,0.31,0.8,0.25001
0.265,0.31,0.8,0.25001
0.265,0.31,0.8,0.25001
0.265,0.31,0.8,0.25001
0.265,0.305,0.8,0.25001
0.265,0.305,0.8,0.25001
0.265,0.305,0.8,0.25001
0.265,0.305,0.8,0.25001
0.26,0.305,0.8,0.25001
0.26,0.305,0.8,0.25001
0.26,0.305,0.8,0.25001
0.26,0.305,0.8,0.25001
0.26,0.305,0.8,0.25001
0.26,0.3,0.8,0.25001
0.26,0.3,0.8,0.25001
0.26,0.3,0.8,0.25001
0.26,0.3,0.8,0.25001
0.26,0.3,0.8,0.25001
0.26,0.3,0.8,0.25001
0.26,0.3,0.8,0.25001
0.255,0.3,0.8,0.25001
0.255,0.3,0.8,0.25001
0.255,0.3,0.8,0.25001
0.255,0.295,0.8,0.25001
0.255,0.295,0.8,0.25001
0.255,0.3,0.8,0.25001
0.255,0.3,0.8,0.25001
0.25,0.3,0.8,0.25001
0.25,0.3,0.8,0.25001
0.25,0.3,0.8,0.25001
0.25,0.3,0.8,0.25001
0.245,0.3,0.8,0.25001
0.245,0.3,0.8,0.25001
0.245,0.3,0.8,0.25001
0.245,0.3,0.8,0.25001
0.245,0.3,0.8,0.25001
0.24,0.3,0.8,0.25001
0.24,0.3,0.8,0.25001
0.24,0.3,0.8,0.25001
0.24,0.3,0.8,0.25001
0.24,0.3,0.8,0.25001
0.24,0.3,0.8,0.25001
0.235,0.3,0.8,0.25001
0.235,0.3,0.8,0.25001
0.235,0.3,0.8,0.25001
0.235,0.3,0.8,0.25001
0.235,0.3,0.8,0.25001
0.23,0.3,0.8,0.25001
0.23,0.3,0.8,0.25001
0.23,0.3,0.8,0.25001
0.23,0.3,0.8,0.25001
0.23,0.3,0.8,0.25001
0.23,0.3,0.8,0.25001
0.225,0.3,0.8,0.25001
0.225,0.3,0.8,0.25001
0.225,0.3,0.8,0.25001
0.225,0.3,0.8,0.25001
0.225,0.3,0.8,0.25001
0.225,0.3,0.8,0.25001
0.225,0.3,0.8,0.25001
0.22,0.3,0.8,0.25001
0.22,0.3,0.8,0.25001
0.22,0.3,0.8,0.25001
0.22,0.3,0.8,0.25001
0.22,0.3,0.8,0.25001
0.22,0.3,0.79086,0.25551
0.22,0.3,0.78276,0.2612
0.22,0.3,0.77556,0.26773
0.215,0.3,0.76901,0.27491
0.215,0.3,0.76353,0.28116
0.215,0.3,0.75703,0.28472
0.215,0.3,0.74887,0.28828
0.215,0.3,0.74159,0.29228
0.215,0.3,0.73519,0.2967
0.215,0.3,0.72922,0.30135
0.215,0.295,0.72426,0.30665
0.215,0.295,0.71893,0.31227
0.215,0.295,0.71133,0.31844
0.21,0.295,0.70452,0.3223
0.21,0.295,0.69822,0.32538
0.21,0.295,0.69263,0.32847
0.21,0.295,0.68762,0.33195
0.21,0.295,0.68314,0.33584
0.21,0.295,0.67789,0.33971
0.21,0.295,0.67093,0.34433
0.21,0.295,0.66475,0.349
0.21,0.295,0.6589,0.35427
0.21,0.29,0.65382,0.35971
0.21,0.29,0.64898,0.36271
0.205,0.29,0.6449,0.36558
0.205,0.29,0.64083,0.36844
0.205,0.29,0.6349,0.37165
0.205,0.29,0.6287,0.37527
0.205,0.29,0.62315,0.37889
0.205,0.29,0.61799,0.38304
0.205,0.29,0.61334,0.38741
0.205,0.29,0.60895,0.39207
0.205,0.29,0.60523,0.39716
0.205,0.285,0.60152,0.40124
0.205,0.285,0.59651,0.40403
0.205,0.285,0.5906,0.40683
0.205,0.285,0.58539,0.40963
0.205,0.285,0.58026,0.41308
0.205,0.285,0.57594,0.41662
0.2,0.285,0.57166,0.4202
0.2,0.285,0.56792,0.42448
0.2,0.285,0.56451,0.42875
0.2,0.28,0.56111,0.43353
0.2,0.28,0.55628,0.43851
0.2,0.28,0.55075,0.44199
0.2,0.28,0.54588,0.44483
0.2,0.28,0.5411,0.44767
0.2,0.28,0.53695,0.45064
0.2,0.28,0.53297,0.45423
0.2,0.28,0.52921,0.45783
0.2,0.275,0.52605,0.46172
0.2,0.275,0.5229,0.46605
0.2,0.275,0.51958,0.47045
0.2,0.275,0.51436,0.47548
0.2,0.275,0.50925,0.4803
0.2,0.275,0.50474,0.48326
0.2,0.275,0.50024,0.48623
0.2,0.27,0.49645,0.48919
0.2,0.27,0.49272,0.49272
